[INFO]: Graphics card: GeForce RTX 2070 SUPER/PCIe/SSE2 in: GLRenderer.cpp on line: 42
[INFO]: OpenGL version: 4.5.0 NVIDIA 457.09 in: GLRenderer.cpp on line: 43
[INFO]: Creating StartScene in: StartScene.cpp on line: 6
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
[INFO]: Playing sound! in: PlayOnHit.cpp on line: 14
